Ensemble_id	GO_Term	type	desc
ENSCAFG00845010803.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845010803.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845010803.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845010803.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845010803.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030015958.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030015958.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030015958.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030015958.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030015958.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845011439.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845011439.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845011439.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845011439.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845011439.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845020368.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845020368.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845020368.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845020368.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845020368.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845026755.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845026755.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845026755.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845026755.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845026755.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845014417.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845014417.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845014417.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845014417.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845014417.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00000041994.2	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00000041994.2	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00000041994.2	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00000041994.2	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00000041994.2	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845021673.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845021673.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845026482.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845026482.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845026482.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845026482.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845026482.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845011846.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845011846.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845026913.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845026913.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845018349.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845018349.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845018349.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845018349.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845018349.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845002997.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845002997.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845002997.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845002997.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845002997.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030004386.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030004386.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030004386.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030004386.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030004386.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845014415.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845014415.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845019069.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845019069.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845013949.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845013949.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845013949.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845013949.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845013949.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845006927.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845006927.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845006927.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845006927.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845006927.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845013310.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845013310.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845013310.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845013310.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845013310.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845018184.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845018184.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845002895.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845002895.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845002895.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845002895.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845002895.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845022493.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845022493.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845022493.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845022493.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845022493.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845026163.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845026163.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845026163.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845026163.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845026163.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845013071.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845013071.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845013071.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845013071.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845013071.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030017086.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00030017086.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030017086.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030017086.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00030017086.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845013200.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845013200.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845013200.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845013200.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845013200.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845022728.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845022728.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845022728.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845022728.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845022728.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845027714.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845027714.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845027714.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845027714.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845027714.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845011178.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845011178.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845011178.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845011178.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845011178.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845008760.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845008760.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845008760.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845008760.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845008760.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845030218.1	GO:0030622	molecular_function	U4atac snRNA binding
ENSCAFG00845030218.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00845030218.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845030218.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00845030218.1	GO:0005691	cellular_component	U6atac snRNP
ENSCAFG00040001676.1	GO:0006396	biological_process	RNA processing
ENSCAFG00040001676.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845018654.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845018654.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845018654.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845018654.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845018654.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845023077.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845023077.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845023077.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845023077.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845023077.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030005767.1	GO:0006396	biological_process	RNA processing
ENSCAFG00030005767.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845018688.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845018688.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845018688.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845018688.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845018688.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845010849.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845010849.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845016916.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845016916.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845016916.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845020864.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845020864.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845027096.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845027096.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845027096.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845027096.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845027096.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845003439.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845003439.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845003439.1	GO:0015030	cellular_component	Cajal body
ENSCAFG00845025075.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845025075.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845025075.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845025075.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845025075.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845024278.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845024278.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00040011339.1	GO:0030622	molecular_function	U4atac snRNA binding
ENSCAFG00040011339.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00040011339.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040011339.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00040011339.1	GO:0005691	cellular_component	U6atac snRNP
ENSCAFG00845027355.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845027355.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845027355.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845015594.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845015594.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845030921.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845030921.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845030921.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845030921.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845030921.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845011030.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845011030.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845027264.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845027264.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845027264.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845027264.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845027264.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845013973.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845013973.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845013973.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845013973.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845013973.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030003306.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00030003306.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00030003306.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00845013153.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845013153.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845013153.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845013153.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845013153.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845023687.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845023687.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845023687.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845023687.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845023687.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845022892.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845022892.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845004540.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845004540.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845004540.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845004540.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845004540.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845015066.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845015066.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845015066.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845015066.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845015066.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845000565.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845000565.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845000565.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845029519.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845029519.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845029519.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845029519.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845029519.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845005080.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845005080.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845007789.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845007789.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845007789.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845007789.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845007789.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845026280.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845026280.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845026280.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845026280.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845026280.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845018996.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845018996.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845007089.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845007089.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845009668.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845009668.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845009668.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845009668.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845009668.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845020504.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845020504.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845020504.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845010215.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845010215.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845009726.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00845009726.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00845009726.1	GO:0005692	cellular_component	U11 snRNP
ENSCAFG00040016484.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040016484.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040016484.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040016484.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040016484.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845006528.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845006528.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845006528.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845006528.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845006528.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845028111.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845028111.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845028111.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845028111.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845028111.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845002086.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845002086.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845002086.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845002086.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845002086.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845020099.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845020099.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845020099.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845020099.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845020099.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845008882.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845008882.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845028781.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845028781.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845028781.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845028781.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845028781.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845026594.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845026594.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845026594.1	GO:0005693	cellular_component	U12 snRNP
ENSCAFG00845029868.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845029868.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845017361.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845017361.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845005134.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845005134.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00040015293.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00040015293.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040015293.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040015293.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00040015293.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00000021582.2	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00000021582.2	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00000021582.2	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00000021582.2	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00000021582.2	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845010064.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845010064.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845010064.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845010064.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845010064.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845016258.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845016258.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845016258.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845016258.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845016258.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845009824.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845009824.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845022096.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845022096.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845022096.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845022096.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845022096.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00000021125.2	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00000021125.2	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00000021125.2	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00000026889.2	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00000026889.2	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00000026889.2	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
